C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
O=c1[nH]c(=O)n(C2COC(CO)C(O)C2)cc1I
NC(=O)c1ncn([C@H]2O[C@@H](CO)C[C@@H]2O)n1
C[C@@H]1O[C@H](n2cnc(C(N)=O)n2)[C@@H](O)[C@H]1O
NC(=O)c1ncn([C@@H]2C[C@@H](O)[C@H](CO)O2)n1
Nc1ncnc2c1ncn2C1CC(O)C(O)C1O
Nc1ncnc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Nc1ncnc2ncn(C3CC(O)C(O)C(CO)O3)c12
Nc1ncnc2c1ncn2C1CC(O)C(O)C(CO)O1
OCC1OC(n2cnc3c(O)ncnc32)CC(O)C1O
Nc1ncnc2c1ncn2C1C=C(CO)C(O)C1O
CCOC(=O)C(=O)NCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O
Cc1cn(C2CC(O)C(CNS(=O)(=O)CBr)O2)c(=O)[nH]c1=O
Cc1cn(C2CC(O)C(CNC(=O)CCl)O2)c(=O)[nH]c1=O
N#Cc1cc2c(cc1[N+](=O)[O-])=NC(=O)C(=O)N=2
C=C1C(n2ccc(N)nc2=O)O[C@H](CO)[C@@H]1O
CO[C@H]1C(=O)N2C(C(=O)O)=C(CF)CS(=O)(=O)C12
CO[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)(=O)C12
NC(=O)c1csc(C2OC(CO)C(O)C2O)n1
Cn1c(=O)c2nc([N+](=O)[O-])[nH]c2n(C)c1=O
